Message Type,Event Time,Ingestion Timestamp,Sequence Number,Latitude,Longitude,Altitude,Heading,Packet Status,Vehicle Speed,GPS Speed,GPS Odometer,FixQuality,Number of Satellites,Config Version,Firmware Version
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:31:43,2023-11-21 17:31:59,42385,12.89218,79.79599,52.0,241.21,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:31:49,2023-11-21 17:31:59,42386,12.89146,79.79504,55.2,229.78,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:31:55,2023-11-21 17:32:05,42387,12.89067,79.79447,58.299,217.69,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:32:01,2023-11-21 17:32:11,42388,12.89037,79.79434,60.0,222.49,A,0.0,,,FixOK,9,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:32:07,2023-11-21 17:32:17,3,12.89022,79.79433,61,200,A,,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:32:07,2023-11-21 17:32:17,42389,12.89022,79.79433,61.599,200.61,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:32:13,2023-11-21 17:32:22,42390,12.88991,79.7943,63.0,203.36,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:32:19,2023-11-21 17:32:29,42391,12.88963,79.79412,62.799,221.72,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:32:25,2023-11-21 17:32:35,42392,12.88935,79.7939,65.4,215.39,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:32:31,2023-11-21 17:32:41,42393,12.88913,79.79368,66.5,228.25,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:32:37,2023-11-21 17:32:47,42394,12.88888,79.79343,67.5,227.42,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:32:43,2023-11-21 17:32:53,42395,12.88858,79.79307,65.4,230.24,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:32:49,2023-11-21 17:32:59,42396,12.88835,79.7927,64.5,240.13,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:32:55,2023-11-21 17:33:05,42397,12.88818,79.7922,65.8,237.55,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:33:01,2023-11-21 17:33:11,42398,12.88783,79.79173,65.4,231.86,A,0.0,,,FixOK,9,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:33:07,2023-11-21 17:33:17,15,12.88745,79.79128,64,232,A,,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:33:07,2023-11-21 17:33:17,42399,12.88745,79.79128,64.099,232.58,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:33:13,2023-11-21 17:33:23,42400,12.88706,79.79073,63.299,230.02,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:33:19,2023-11-21 17:33:29,42401,12.88655,79.79007,62.599,230.05,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:33:25,2023-11-21 17:33:35,42402,12.8859,79.7893,61.599,231.52,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:33:31,2023-11-21 17:33:41,42403,12.88525,79.78854,60.299,231.52,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:33:37,2023-11-21 17:33:47,42404,12.88462,79.78767,59.4,233.24,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:33:43,2023-11-21 17:33:53,42405,12.88397,79.78672,57.9,235.69,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:33:49,2023-11-21 17:33:59,42406,12.88332,79.78572,57.7,237.52,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:33:55,2023-11-21 17:34:06,42407,12.8827,79.78468,58.0,238.6,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:34:01,2023-11-21 17:34:11,42408,12.88206,79.78363,58.9,239.13,A,0.0,,,FixOK,8,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:34:07,2023-11-21 17:34:17,10,12.88148,79.78256,59,241,A,,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:34:07,2023-11-21 17:34:17,42409,12.88148,79.78256,59.4,241.47,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:34:13,2023-11-21 17:34:23,42410,12.88092,79.78151,60.5,242.02,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:34:19,2023-11-21 17:34:29,42411,12.88032,79.7805,60.4,238.88,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:34:25,2023-11-21 17:34:35,42412,12.87975,79.77942,61.0,242.14,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:34:31,2023-11-21 17:34:41,42413,12.87918,79.77833,60.2,240.41,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:34:37,2023-11-21 17:34:47,42414,12.8786,79.77725,60.0,238.44,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:34:43,2023-11-21 17:35:36,42415,12.878,79.77621,60.4,242.36,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:34:49,2023-11-21 17:35:39,42416,12.8775,79.77516,61.9,246.63,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:34:55,2023-11-21 17:35:39,42417,12.8772,79.77436,62.299,253.57,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:35:01,2023-11-21 17:35:41,42418,12.87695,79.77348,58.9,254.94,A,0.0,,,FixOK,10,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:35:07,2023-11-21 17:35:41,3,12.87672,79.77257,59,256,A,,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:35:07,2023-11-21 17:35:43,42419,12.87672,79.77257,59.4,256.1,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:35:13,2023-11-21 17:35:43,42420,12.87658,79.77194,60.2,257.89,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:35:19,2023-11-21 17:35:46,42421,12.87649,79.77141,62.4,258.41,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:35:25,2023-11-21 17:35:48,42422,12.8764,79.77093,63.599,264.89,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:35:31,2023-11-21 17:35:48,42423,12.87631,79.77048,63.599,255.46,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:35:37,2023-11-21 17:35:50,42424,12.87623,79.77019,64.099,259.33,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:35:43,2023-11-21 17:35:52,42425,12.87614,79.76989,64.9,252.69,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:35:49,2023-11-21 17:35:59,42426,12.87605,79.76957,65.8,262.01,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:35:55,2023-11-21 17:36:46,42427,12.87596,79.7691,66.9,254.0,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:36:01,2023-11-21 17:36:48,42428,12.87576,79.76849,68.8,253.82,A,0.0,,,FixOK,9,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:36:07,2023-11-21 17:36:48,11,12.87557,79.76769,70,255,A,,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:36:07,2023-11-21 17:36:50,42429,12.87557,79.76769,70.4,255.44,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:36:13,2023-11-21 17:36:50,42430,12.87537,79.76673,72.8,256.6,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:36:19,2023-11-21 17:36:53,42431,12.87514,79.7657,75.099,257.17,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:36:25,2023-11-21 17:36:55,42432,12.87498,79.76453,78.0,266.27,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:36:31,2023-11-21 17:36:55,42433,12.87493,79.76333,80.9,266.98,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:36:37,2023-11-21 17:36:58,42434,12.87489,79.76211,82.599,267.07,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:36:43,2023-11-21 17:36:58,42435,12.87484,79.76089,85.199,267.19,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:36:49,2023-11-21 17:37:00,42436,12.87478,79.75974,86.3,266.26,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:36:55,2023-11-21 17:37:05,42437,12.87469,79.75854,85.199,268.13,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:37:01,2023-11-21 17:37:11,42438,12.87464,79.75729,82.3,267.04,A,0.0,,,FixOK,9,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:37:07,2023-11-21 17:37:17,3,12.87458,79.75609,80,266,A,,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:37:07,2023-11-21 17:37:17,42439,12.87458,79.75609,80.199,266.17,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:37:13,2023-11-21 17:37:23,42440,12.87452,79.75489,78.3,267.94,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:37:19,2023-11-21 17:37:29,42441,12.87446,79.75367,76.4,264.91,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:37:25,2023-11-21 17:37:35,42442,12.87438,79.75253,74.8,265.2,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:37:31,2023-11-21 17:38:51,42443,12.87425,79.75144,73.199,262.67,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:37:37,2023-11-21 17:38:54,42444,12.8741,79.75026,72.3,265.57,A,0.0,,,FixOK,6,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:37:43,2023-11-21 17:38:54,42445,12.874,79.74917,72.4,265.75,A,0.0,,,FixOK,6,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:37:49,2023-11-21 17:38:56,42446,12.8739,79.74812,74.4,262.94,A,0.0,,,FixOK,6,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:37:55,2023-11-21 17:38:56,42447,12.8738,79.74702,77.8,262.8,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:38:01,2023-11-21 17:38:58,42448,12.8737,79.74633,79.099,255.25,A,0.0,,,FixOK,8,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:38:07,2023-11-21 17:39:01,11,12.87358,79.74602,81,257,A,,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:38:07,2023-11-21 17:39:01,42449,12.87358,79.74602,81.4,257.07,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:38:13,2023-11-21 17:39:03,42450,12.87354,79.74562,83.4,260.54,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:38:19,2023-11-21 17:39:03,42451,12.87347,79.74513,86.199,263.75,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:38:25,2023-11-21 17:39:06,42452,12.8734,79.74456,89.0,262.52,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:38:31,2023-11-21 17:39:06,42453,12.87333,79.74391,91.099,261.92,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:38:37,2023-11-21 17:39:08,42454,12.87326,79.74324,92.4,263.69,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:38:43,2023-11-21 17:39:11,42455,12.8732,79.7426,93.4,264.32,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:38:49,2023-11-21 17:39:11,42456,12.87314,79.742,93.9,264.13,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:38:55,2023-11-21 17:39:13,42457,12.87312,79.74161,91.199,269.45,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:39:01,2023-11-21 17:39:13,42458,12.87312,79.74143,90.099,262.67,A,0.0,,,FixOK,10,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:39:07,2023-11-21 17:39:16,1,12.87309,79.74117,87,266,A,,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:39:07,2023-11-21 17:39:18,42459,12.87309,79.74117,87.4,266.42,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:39:13,2023-11-21 17:39:23,42460,12.87307,79.74071,81.599,268.94,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:39:19,2023-11-21 17:39:29,42461,12.87305,79.74012,79.099,266.22,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:39:25,2023-11-21 17:39:35,42462,12.87301,79.73937,78.8,267.33,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:39:31,2023-11-21 17:39:41,42463,12.87295,79.73858,77.8,266.23,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:39:37,2023-11-21 17:39:47,42464,12.87292,79.73776,76.9,270.67,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:39:43,2023-11-21 17:39:53,42465,12.87289,79.73687,73.5,265.67,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:39:49,2023-11-21 17:39:59,42466,12.87288,79.73596,71.9,274.51,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:39:55,2023-11-21 17:40:05,42467,12.87291,79.73504,71.0,270.17,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:40:01,2023-11-21 17:40:11,42468,12.87286,79.73402,70.8,265.17,A,0.0,,,FixOK,9,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:40:07,2023-11-21 17:40:17,12,12.87278,79.73293,72,267,A,,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:40:07,2023-11-21 17:40:17,42469,12.87278,79.73293,72.099,267.52,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:40:13,2023-11-21 17:40:22,42470,12.87271,79.7317,72.699,265.75,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:40:19,2023-11-21 17:40:29,42471,12.87254,79.73053,73.5,258.88,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:40:25,2023-11-21 17:40:35,42472,12.87234,79.72967,72.199,255.99,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:40:31,2023-11-21 17:40:42,42473,12.87219,79.72905,72.9,256.64,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:40:37,2023-11-21 17:40:47,42474,12.872,79.72833,72.699,256.48,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:40:43,2023-11-21 17:40:53,42475,12.87181,79.72744,71.3,261.32,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:40:49,2023-11-21 17:40:58,42476,12.87172,79.7265,70.259,267.79,V,0.0,,,StoredFix,5,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:40:55,2023-11-21 17:41:04,42477,12.87157,79.72567,66.199,258.33,A,0.0,,,FixOK,6,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:41:01,2023-11-21 17:41:10,42478,12.87143,79.72491,61.299,262.1,A,0.0,,,FixOK,8,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:41:07,2023-11-21 17:41:17,8,12.8714,79.72443,59,263,A,,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:41:07,2023-11-21 17:41:17,42479,12.8714,79.72443,59.0,263.47,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:41:13,2023-11-21 17:41:23,42480,12.87135,79.72412,57.0,259.23,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:41:19,2023-11-21 17:41:29,42481,12.87131,79.72398,54.2,252.16,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:41:25,2023-11-21 17:41:35,42482,12.8713,79.72377,52.099,278.6,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:41:31,2023-11-21 17:41:41,42483,12.87127,79.72351,49.2,268.97,V,0.0,,,StoredFix,5,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:41:37,2023-11-21 17:41:46,42484,12.8712,79.72314,47.799,261.57,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:41:43,2023-11-21 17:41:53,42485,12.87113,79.72272,50.2,259.42,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:41:49,2023-11-21 17:41:59,42486,12.87107,79.72224,51.599,260.08,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:41:55,2023-11-21 17:42:05,42487,12.87095,79.72159,51.0,263.14,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:42:01,2023-11-21 17:42:11,42488,12.87089,79.72076,51.099,265.51,V,0.0,,,StoredFix,5,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:42:07,2023-11-21 17:42:17,3,12.87079,79.71982,53,264,A,,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:42:07,2023-11-21 17:42:17,42489,12.87079,79.71982,53.9,264.57,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:42:13,2023-11-21 17:42:23,42490,12.87074,79.71882,56.7,268.45,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:42:19,2023-11-21 17:42:29,42491,12.87076,79.71783,60.7,272.01,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:42:25,2023-11-21 17:42:35,42492,12.87076,79.71721,65.0,272.79,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:42:31,2023-11-21 17:42:41,42493,12.87083,79.71668,65.599,279.14,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:42:37,2023-11-21 17:42:47,42494,12.87092,79.71615,67.099,277.7,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:42:43,2023-11-21 17:42:53,42495,12.87107,79.71565,66.4,283.07,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:42:49,2023-11-21 17:42:59,42496,12.87113,79.71486,69.599,274.64,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:42:55,2023-11-21 17:43:05,42497,12.87118,79.71399,69.8,273.26,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:43:01,2023-11-21 17:43:11,42498,12.87115,79.7131,68.0,267.45,A,0.0,,,FixOK,12,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:43:07,2023-11-21 17:43:17,13,12.87112,79.71218,66,265,A,,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:43:07,2023-11-21 17:43:17,42499,12.87112,79.71218,66.199,265.58,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:43:13,2023-11-21 17:43:23,42500,12.87104,79.7113,66.599,265.51,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:43:19,2023-11-21 17:43:29,42501,12.87098,79.71044,67.9,268.07,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:43:25,2023-11-21 17:43:35,42502,12.87094,79.70959,70.599,268.94,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:43:31,2023-11-21 17:43:44,42503,12.87092,79.70901,72.3,276.5,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:43:37,2023-11-21 17:43:46,42504,12.87103,79.70848,72.199,285.54,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:43:43,2023-11-21 17:43:54,42505,12.87127,79.70779,72.9,294.36,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:43:49,2023-11-21 17:43:59,42506,12.87161,79.70703,71.8,293.7,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:43:55,2023-11-21 17:44:05,42507,12.87185,79.70638,71.699,289.5,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:44:01,2023-11-21 17:44:10,42508,12.87201,79.70591,73.3,288.7,A,0.0,,,FixOK,11,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:44:07,2023-11-21 17:44:16,9,12.87209,79.70557,76,283,A,,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:44:07,2023-11-21 17:44:16,42509,12.87209,79.70557,76.699,283.76,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:44:13,2023-11-21 17:44:24,42510,12.87218,79.70526,79.4,284.63,A,0.0,,,FixOK,10,V_0115,DALCC00406
HEARTBEAT_MESSAGE,2023-11-21 17:44:13,2023-11-21 17:44:13,0,0.0,0.0,,,,,,,,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:44:19,2023-11-21 17:44:37,42511,12.87229,79.70494,80.5,285.89,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:44:25,2023-11-21 17:44:37,42512,12.87234,79.70476,81.099,286.88,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:44:31,2023-11-21 17:44:40,42513,12.87238,79.70462,85.199,289.58,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:44:37,2023-11-21 17:44:48,42514,12.87242,79.7045,90.0,278.39,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_VEHICLE_TOWED_END,2023-11-21 17:44:37,2023-11-21 17:44:48,80,12.87242,79.7045,,,,0.01,,,FixOK,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:44:43,2023-11-21 17:44:53,42515,12.87244,79.70435,92.8,278.42,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:44:49,2023-11-21 17:44:59,42516,12.87246,79.70421,94.4,280.58,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:44:55,2023-11-21 17:45:05,42517,12.87249,79.70405,96.099,285.5,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:45:01,2023-11-21 17:45:11,42518,12.87255,79.70381,97.4,282.39,A,0.0,,,FixOK,11,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:45:07,2023-11-21 17:45:17,2,12.87263,79.70351,98,281,A,,,,FixOK,11,V_0115,DALCC00406
