Message Type,Event Time,Ingestion Timestamp,Sequence Number,Latitude,Longitude,Altitude,Heading,Packet Status,Vehicle Speed,GPS Speed,GPS Odometer,FixQuality,Number of Satellites,Config Version,Firmware Version
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:17:58,2023-11-21 10:18:01,40351,13.24121,80.27405,14.1,182.36,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:18:04,2023-11-21 10:18:07,40352,13.24118,80.27405,14.0,183.66,A,0.0,,,FixOK,12,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:18:08,2023-11-21 10:18:11,0,13.24113,80.27404,14,194,A,,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:18:10,2023-11-21 10:18:13,40353,13.24111,80.27403,14.3,176.25,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:18:16,2023-11-21 10:18:19,40354,13.24102,80.27402,14.399,185.64,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:18:22,2023-11-21 10:18:25,40355,13.24093,80.27401,14.8,168.55,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:18:28,2023-11-21 10:18:31,40356,13.24085,80.274,15.0,190.24,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:18:34,2023-11-21 10:18:37,40357,13.24077,80.27402,15.899,183.35,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:18:40,2023-11-21 10:18:43,40358,13.2407,80.27401,16.299,185.25,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:18:46,2023-11-21 10:18:49,40359,13.24061,80.27401,17.0,184.47,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:18:52,2023-11-21 10:18:55,40360,13.24054,80.27399,17.799,185.46,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:18:58,2023-11-21 10:19:01,40361,13.24051,80.27399,18.399,185.46,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:19:04,2023-11-21 10:19:07,40362,13.24044,80.27399,18.6,184.94,A,0.0,,,FixOK,12,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:19:08,2023-11-21 10:19:11,11,13.24037,80.27399,18,180,A,,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:19:10,2023-11-21 10:19:13,40363,13.24033,80.27399,17.899,183.46,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:19:16,2023-11-21 10:19:19,40364,13.24022,80.27399,17.7,181.92,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:19:22,2023-11-21 10:19:25,40365,13.24013,80.27399,17.1,197.22,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:19:28,2023-11-21 10:19:31,40366,13.24012,80.27399,17.2,199.44,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:19:34,2023-11-21 10:19:37,40367,13.24005,80.27398,17.899,193.44,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:19:40,2023-11-21 10:19:43,40368,13.23993,80.27397,18.399,177.11,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:19:46,2023-11-21 10:19:49,40369,13.23978,80.27398,17.899,184.33,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:19:52,2023-11-21 10:19:55,40370,13.23971,80.27397,18.299,179.77,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:19:58,2023-11-21 10:20:01,40371,13.2397,80.27396,18.299,179.77,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:20:04,2023-11-21 10:20:07,40372,13.23965,80.27396,18.399,178.1,A,0.0,,,FixOK,14,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:20:08,2023-11-21 10:20:11,6,13.23957,80.27396,18,181,A,,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:20:10,2023-11-21 10:20:13,40373,13.23953,80.27395,18.899,182.02,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:20:16,2023-11-21 10:20:19,40374,13.23948,80.27395,19.0,179.97,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:20:22,2023-11-21 10:20:25,40375,13.23943,80.27395,19.299,186.22,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:20:28,2023-11-21 10:20:31,40376,13.23933,80.27395,19.899,172.92,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:20:34,2023-11-21 10:20:37,40377,13.23921,80.27394,19.899,181.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:20:40,2023-11-21 10:20:43,40378,13.23915,80.27393,19.5,181.94,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:20:46,2023-11-21 10:20:49,40379,13.23914,80.27392,19.7,181.94,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:20:52,2023-11-21 10:20:55,40380,13.23914,80.27393,19.799,175.75,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:20:58,2023-11-21 10:21:01,40381,13.23906,80.27392,19.899,179.39,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:21:04,2023-11-21 10:21:07,40382,13.23896,80.27394,19.1,178.55,A,0.0,,,FixOK,14,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:21:08,2023-11-21 10:21:11,1,13.23893,80.27395,18,186,A,,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:21:10,2023-11-21 10:21:13,40383,13.23893,80.27395,18.1,172.1,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:21:16,2023-11-21 10:21:19,40384,13.23892,80.27395,17.799,198.27,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:21:22,2023-11-21 10:21:25,40385,13.23892,80.27396,17.7,198.27,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:21:28,2023-11-21 10:21:31,40386,13.23892,80.27395,17.799,198.27,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:21:34,2023-11-21 10:21:37,40387,13.23892,80.27395,17.799,198.27,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:21:40,2023-11-21 10:21:43,40388,13.23892,80.27395,17.799,186.36,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:21:46,2023-11-21 10:21:49,40389,13.23892,80.27395,17.7,186.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:21:52,2023-11-21 10:21:55,40390,13.23892,80.27395,17.7,186.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:21:58,2023-11-21 10:22:01,40391,13.23891,80.27395,17.7,186.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:22:04,2023-11-21 10:22:07,40392,13.23892,80.27395,17.799,186.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:22:08,2023-11-21 10:22:11,12,13.23892,80.27395,17,186,A,,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:22:10,2023-11-21 10:22:13,40393,13.23892,80.27395,17.7,186.36,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:22:16,2023-11-21 10:22:19,40394,13.23891,80.27395,17.6,186.36,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:22:22,2023-11-21 10:22:25,40395,13.23891,80.27395,17.6,186.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:22:28,2023-11-21 10:22:31,40396,13.23891,80.27395,17.6,186.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:22:34,2023-11-21 10:22:37,40397,13.23892,80.27395,17.7,186.36,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:22:40,2023-11-21 10:22:43,40398,13.23892,80.27396,17.7,186.36,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:22:46,2023-11-21 10:22:49,40399,13.23891,80.27396,17.799,186.36,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:22:52,2023-11-21 10:22:55,40400,13.23891,80.27396,17.799,186.36,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:22:58,2023-11-21 10:23:01,40401,13.23892,80.27396,17.799,186.36,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:23:04,2023-11-21 10:23:07,40402,13.23892,80.27396,17.799,186.36,A,0.0,,,FixOK,14,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:23:08,2023-11-21 10:23:11,7,13.23891,80.27396,17,186,A,,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:23:10,2023-11-21 10:23:13,40403,13.23891,80.27396,17.799,186.36,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:23:16,2023-11-21 10:23:19,40404,13.23891,80.27396,17.7,186.36,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:23:22,2023-11-21 10:23:25,40405,13.23891,80.27396,17.6,186.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:23:28,2023-11-21 10:23:31,40406,13.23892,80.27396,17.7,186.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:23:34,2023-11-21 10:23:37,40407,13.23892,80.27396,17.7,186.36,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:23:40,2023-11-21 10:23:44,40408,13.23892,80.27395,17.7,186.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:23:46,2023-11-21 10:23:49,40409,13.23891,80.27395,17.7,186.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:23:52,2023-11-21 10:23:55,40410,13.23885,80.27396,17.899,178.49,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:23:58,2023-11-21 10:24:01,40411,13.23874,80.27397,17.799,174.6,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:24:04,2023-11-21 10:24:07,40412,13.23865,80.27397,17.1,172.17,A,0.0,,,FixOK,14,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:24:08,2023-11-21 10:24:11,2,13.23862,80.27397,16,171,A,,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:24:10,2023-11-21 10:24:13,40413,13.23861,80.27397,16.399,185.27,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:24:16,2023-11-21 10:24:19,40414,13.23861,80.27397,16.299,185.38,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:24:22,2023-11-21 10:24:25,40415,13.23853,80.27397,16.2,170.1,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:24:28,2023-11-21 10:24:31,40416,13.23845,80.27398,15.899,179.8,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:24:34,2023-11-21 10:24:37,40417,13.23838,80.27397,15.899,175.72,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:24:40,2023-11-21 10:24:43,40418,13.23831,80.27397,16.0,193.49,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:24:46,2023-11-21 10:24:49,40419,13.23825,80.27398,15.5,187.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:24:52,2023-11-21 10:24:55,40420,13.23816,80.27398,15.3,178.82,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:24:58,2023-11-21 10:25:01,40421,13.23814,80.27398,15.199,178.82,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:25:04,2023-11-21 10:25:07,40422,13.23814,80.27397,15.3,178.82,A,0.0,,,FixOK,14,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:25:08,2023-11-21 10:25:11,13,13.23813,80.27397,15,178,A,,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:25:10,2023-11-21 10:25:13,40423,13.23813,80.27397,15.3,178.82,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:25:16,2023-11-21 10:25:19,40424,13.23813,80.27397,15.399,178.82,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:25:22,2023-11-21 10:25:25,40425,13.23813,80.27397,15.5,178.82,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:25:28,2023-11-21 10:25:31,40426,13.23812,80.27397,15.6,178.82,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:25:34,2023-11-21 10:25:37,40427,13.23812,80.27396,15.5,178.82,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:25:40,2023-11-21 10:25:43,40428,13.23811,80.27396,15.6,178.82,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:25:46,2023-11-21 10:25:49,40429,13.23812,80.27395,15.699,228.32,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:25:52,2023-11-21 10:25:55,40430,13.23807,80.27396,15.899,175.02,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:25:58,2023-11-21 10:26:01,40431,13.23798,80.27397,16.1,189.66,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:26:04,2023-11-21 10:26:07,40432,13.23791,80.27396,16.5,174.32,A,0.0,,,FixOK,15,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:26:08,2023-11-21 10:26:11,8,13.2379,80.27396,16,191,A,,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:26:10,2023-11-21 10:26:13,40433,13.23789,80.27396,16.5,191.88,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:26:16,2023-11-21 10:26:19,40434,13.23789,80.27396,16.399,191.88,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:26:22,2023-11-21 10:26:25,40435,13.23789,80.27397,16.6,191.88,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:26:28,2023-11-21 10:26:31,40436,13.23789,80.27397,16.5,191.88,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:26:34,2023-11-21 10:26:37,40437,13.23789,80.27397,16.5,191.88,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:26:40,2023-11-21 10:26:43,40438,13.23788,80.27397,16.6,191.88,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:26:46,2023-11-21 10:26:49,40439,13.23782,80.27397,16.899,187.74,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:26:52,2023-11-21 10:26:55,40440,13.2377,80.27396,18.0,179.33,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:26:58,2023-11-21 10:27:01,40441,13.23761,80.27398,19.299,167.91,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:27:04,2023-11-21 10:27:07,40442,13.2375,80.27398,20.1,167.8,A,0.0,,,FixOK,16,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:27:08,2023-11-21 10:27:10,3,13.23744,80.27398,20,173,A,,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:27:10,2023-11-21 10:27:13,40443,13.23743,80.27398,20.7,190.38,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:27:16,2023-11-21 10:27:19,40444,13.23742,80.27398,20.6,190.38,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:27:22,2023-11-21 10:27:25,40445,13.23741,80.27398,20.7,185.77,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:27:28,2023-11-21 10:27:31,40446,13.23734,80.27398,19.7,178.0,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:27:34,2023-11-21 10:27:37,40447,13.23727,80.27398,19.1,166.42,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:27:40,2023-11-21 10:27:43,40448,13.23722,80.274,17.6,185.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:27:46,2023-11-21 10:27:49,40449,13.23715,80.27401,16.2,182.41,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:27:52,2023-11-21 10:27:55,40450,13.23714,80.274,15.6,166.44,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:27:58,2023-11-21 10:28:01,40451,13.23707,80.274,15.399,181.08,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:28:04,2023-11-21 10:28:10,40452,13.23699,80.27399,15.699,192.92,A,0.0,,,FixOK,12,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:28:08,2023-11-21 10:28:10,13,13.23697,80.274,16,164,A,,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:28:10,2023-11-21 10:28:13,40453,13.23696,80.274,16.2,148.94,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:28:16,2023-11-21 10:28:19,40454,13.23693,80.27402,16.2,141.08,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:28:22,2023-11-21 10:28:25,40455,13.23693,80.27401,16.019,141.08,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:28:28,2023-11-21 10:28:31,40456,13.23692,80.27401,15.899,193.52,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:28:34,2023-11-21 10:28:37,40457,13.23691,80.27401,15.819,193.52,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:28:40,2023-11-21 10:28:43,40458,13.23691,80.27399,15.8,233.41,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:28:46,2023-11-21 10:28:49,40459,13.23691,80.27399,15.899,233.41,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:28:52,2023-11-21 10:28:55,40460,13.23691,80.27399,15.899,170.88,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:28:58,2023-11-21 10:29:04,40461,13.23691,80.27399,15.899,170.88,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:29:04,2023-11-21 10:29:08,40462,13.23691,80.27399,15.8,216.21,A,0.0,,,FixOK,14,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:29:08,2023-11-21 10:29:12,8,13.23691,80.27399,15,216,A,,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:29:10,2023-11-21 10:29:12,40463,13.23691,80.27399,15.899,216.21,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:29:16,2023-11-21 10:29:19,40464,13.23691,80.27399,15.699,216.21,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:29:22,2023-11-21 10:29:25,40465,13.23692,80.27399,15.8,216.21,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:29:28,2023-11-21 10:29:31,40466,13.23692,80.27399,15.899,255.28,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:29:34,2023-11-21 10:29:37,40467,13.23688,80.27399,16.299,176.94,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:29:40,2023-11-21 10:29:46,40468,13.23675,80.27399,16.5,182.89,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:29:46,2023-11-21 10:29:49,40469,13.23659,80.27398,16.5,183.08,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:29:52,2023-11-21 10:29:55,40470,13.23646,80.27399,16.1,170.75,V,0.0,,,StoredFix,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:29:58,2023-11-21 10:30:01,40471,13.23642,80.274,16.1,170.75,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:30:04,2023-11-21 10:30:07,40472,13.23642,80.274,16.1,170.75,V,0.0,,,StoredFix,15,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:30:08,2023-11-21 10:30:12,2,13.2364,80.27399,16,170,A,,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:30:10,2023-11-21 10:30:12,40473,13.2364,80.274,16.399,170.75,V,0.0,,,StoredFix,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:30:16,2023-11-21 10:30:19,40474,13.23639,80.27399,16.399,170.75,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:30:22,2023-11-21 10:30:25,40475,13.23638,80.27399,16.5,170.75,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:30:28,2023-11-21 10:30:31,40476,13.23637,80.27399,16.5,170.75,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:30:34,2023-11-21 10:30:37,40477,13.2363,80.274,16.6,178.67,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:30:40,2023-11-21 10:30:43,40478,13.23619,80.27401,16.799,171.25,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:30:46,2023-11-21 10:30:49,40479,13.23615,80.27405,17.0,83.66,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:30:52,2023-11-21 10:30:55,40480,13.23617,80.27408,17.1,62.22,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:30:58,2023-11-21 10:31:01,40481,13.23617,80.27408,17.1,304.0,V,0.0,,,StoredFix,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:31:04,2023-11-21 10:31:07,40482,13.23617,80.27407,17.02,262.33,A,0.0,,,FixOK,15,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:31:08,2023-11-21 10:31:11,12,13.23617,80.27407,17,129,A,,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:31:10,2023-11-21 10:31:13,40483,13.23617,80.27408,17.02,95.16,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:31:16,2023-11-21 10:31:19,40484,13.23617,80.27409,17.14,78.83,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:31:22,2023-11-21 10:31:25,40485,13.23617,80.27408,17.2,218.36,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:31:28,2023-11-21 10:31:31,40486,13.23617,80.27408,17.12,297.64,A,0.0,,,FixOK,14,V_0115,DALCC00406
